31000078,J161257,A-C00318,A-R00001
31000079,J144303,A-C00318,A-R00001
31000080,J121131,A-C00318,A-R00001
31000081,J113653,A-C00318,A-R00001
31000082,J123454,A-C00318,A-R00001
31000083,J110750,A-C00318,A-R00001
31000084,J151106,A-C00319,A-R00001
31000085,J100040,A-C00319,A-R00001
31000086,J223733,A-C00319,A-R00001
31000087,J110431,A-C00319,A-R00001
31000088,J134446,A-C00319,A-R00001
31000089,J143202,A-C00319,A-R00001
31000090,J210436,A-C00319,A-R00001
31000091,J133030,A-C00319,A-R00001
31000092,J170645,A-C00319,A-R00001
31000093,J103151,A-C00320,A-R00001
31000094,J222206,A-C00320,A-R00001
31000095,J130602,A-C00320,A-R00001
31000096,J123708,A-C00320,A-R00001
31000097,J123831,A-C00320,A-R00001
31000098,J164927,A-C00320,A-R00001
31000099,J134143,A-C00320,A-R00001
31000100,J214534,A-C00320,A-R00001
31000101,J135250,A-C00320,A-R00001
31000102,J111707,A-C00320,A-R00001
31000103,J135245,A-C00320,A-R00001
31000104,J101408,A-C00320,A-R00001
31000105,J215117,A-C00321,A-R00001
31000106,J141019,A-C00321,A-R00001
31000107,J102206,A-C00321,A-R00001
31000108,J125903,A-C00321,A-R00001
31000109,J134939,A-C00321,A-R00001
31000110,J162641,A-C00321,A-R00001
31000111,J152537,A-C00321,A-R00001
31000112,J224442,A-C00321,A-R00001
31000113,J104138,A-C00321,A-R00001
31000114,J121516,A-C00321,A-R00001
31000115,J114540,A-C00321,A-R00001
31000116,J155013,A-C00321,A-R00001
31000117,J144450,A-C00322,A-R00001
31000118,J141239,A-C00322,A-R00001
31000119,J115545,A-C00322,A-R00001
31000120,J114905,A-C00322,A-R00001
31000121,J120522,A-C00322,A-R00001
31000122,J172907,A-C00322,A-R00001
31000123,J164550,A-C00322,A-R00001
31000124,J141812,A-C00322,A-R00001
31000125,J134637,A-C00322,A-R00001
31000126,J134132,A-C00322,A-R00001
31000127,J125011,A-C00322,A-R00001
31000128,J105942,A-C00323,A-R00001
31000129,J171653,A-C00323,A-R00001
31000130,J110213,A-C00323,A-R00001
31000131,J115048,A-C00323,A-R00001
31000132,J174405,A-C00323,A-R00001
31000133,J123111,A-C00323,A-R00001
31000134,J123047,A-C00323,A-R00001
31000135,J231541,A-C00323,A-R00001
31000136,J215900,A-C00323,A-R00001
31000137,J110651,A-C00323,A-R00001
31000138,J140602,A-C00323,A-R00001
31000139,J163804,A-C00323,A-R00001
31000140,J125209,A-C00001,A-R00002
31000141,J140831,A-C00001,A-R00002
31000142,J161811,A-C00001,A-R00002
31000143,J112913,A-C00001,A-R00002
31000144,J105632,A-C00001,A-R00002
31000145,J160710,A-C00001,A-R00002
31000146,J160835,A-C00001,A-R00002
31000147,J122659,A-C00001,A-R00002
31000148,J130931,A-C00001,A-R00002
31000149,J161115,A-C00001,A-R00002
31000150,J120734,A-C00001,A-R00002
31000151,J110906,A-C00002,A-R00002
31000152,J121418,A-C00002,A-R00002
31000153,J113820,A-C00002,A-R00002
31000154,J113506,A-C00002,A-R00002
31000155,J172240,A-C00002,A-R00002
31000156,J110101,A-C00002,A-R00002
31000157,J110108,A-C00002,A-R00002
31000158,J213555,A-C00002,A-R00002
31000159,J144704,A-C00002,A-R00002
31000160,J115815,A-C00002,A-R00002
31000161,J133653,A-C00002,A-R00002
31000162,J171700,A-C00002,A-R00002
31000163,J104628,A-C00003,A-R00002
31000164,J114546,A-C00003,A-R00002
31000165,J235419,A-C00003,A-R00002
31000166,J204503,A-C00003,A-R00002
31000167,J215417,A-C00003,A-R00002
31000168,J110545,A-C00003,A-R00002
31000169,J153536,A-C00003,A-R00002
31000170,J150407,A-C00003,A-R00002
31000171,J153530,A-C00003,A-R00002
31000172,J131232,A-C00003,A-R00002
31000173,J101020,A-C00003,A-R00002
31000174,J133613,A-C00004,A-R00002
31000175,J165901,A-C00004,A-R00002
31000176,J152006,A-C00004,A-R00002
31000177,J160345,A-C00004,A-R00002
31000178,J134330,A-C00004,A-R00002
31000179,J213342,A-C00004,A-R00002
31000180,J150745,A-C00004,A-R00002
31000181,J165056,A-C00004,A-R00002
31000182,J150827,A-C00004,A-R00002
31000183,J144632,A-C00004,A-R00002
31000184,J102630,A-C00004,A-R00002
31000185,J133335,A-C00004,A-R00002
31000186,J125925,A-C00005,A-R00002
31000187,J142617,A-C00005,A-R00002
31000188,J150818,A-C00005,A-R00002
31000189,J114420,A-C00005,A-R00002
31000190,J112250,A-C00005,A-R00002
31000191,J155935,A-C00005,A-R00002
31000192,J115738,A-C00005,A-R00002
31000193,J232715,A-C00005,A-R00002
31000194,J110051,A-C00005,A-R00002
31000195,J152928,A-C00006,A-R00002
31000196,J132216,A-C00006,A-R00002
31000197,J132758,A-C00006,A-R00002
31000198,J134145,A-C00006,A-R00002
31000199,J102849,A-C00006,A-R00002
31000200,J120335,A-C00006,A-R00002
31000201,J104439,A-C00006,A-R00002
31000202,J122717,A-C00006,A-R00002
31000203,J101817,A-C00006,A-R00002
31000204,J131551,A-C00006,A-R00002
31000205,J115200,A-C00007,A-R00002
31000206,J155029,A-C00007,A-R00002
31000207,J223703,A-C00007,A-R00002
31000208,J233359,A-C00007,A-R00002
31000209,J114107,A-C00007,A-R00002
31000210,J152014,A-C00007,A-R00002
31000211,J100211,A-C00007,A-R00002
31000212,J104103,A-C00007,A-R00002
31000213,J171019,A-C00007,A-R00002
31000214,J114313,A-C00007,A-R00002
31000215,J130542,A-C00008,A-R00002
31000216,J114719,A-C00008,A-R00002
31000217,J130322,A-C00008,A-R00002
31000218,J161524,A-C00008,A-R00002
31000219,J162858,A-C00008,A-R00002
31000220,J121158,A-C00008,A-R00002
31000221,J113050,A-C00008,A-R00002
31000222,J141514,A-C00008,A-R00002
31000223,J220654,A-C00008,A-R00002
31000224,J162118,A-C00008,A-R00002
31000225,J231004,A-C00008,A-R00002
31000226,J120621,A-C00008,A-R00002
31000227,J151601,A-C00009,A-R00002
31000228,J105837,A-C00009,A-R00002
31000229,J143133,A-C00009,A-R00002
31000230,J100422,A-C00009,A-R00002
31000231,J104335,A-C00009,A-R00002
31000232,J105700,A-C00009,A-R00002
31000233,J215431,A-C00009,A-R00002
31000234,J143628,A-C00009,A-R00002
31000235,J141150,A-C00009,A-R00002
31000236,J163743,A-C00009,A-R00002
31000237,J161509,A-C00009,A-R00002
31000238,J150629,A-C00009,A-R00002
31000239,J141017,A-C00010,A-R00002
31000240,J130045,A-C00010,A-R00002
31000241,J123748,A-C00010,A-R00002
31000242,J124051,A-C00010,A-R00002
31000243,J151141,A-C00010,A-R00002
31000244,J112129,A-C00010,A-R00002
31000245,J213653,A-C00010,A-R00002
31000246,J143649,A-C00010,A-R00002
31000247,J223855,A-C00010,A-R00002
31000248,J140019,A-C00010,A-R00002
31000249,J110605,A-C00010,A-R00002
31000250,J122843,A-C00010,A-R00002
31000251,J205004,A-C00011,A-R00002
31000252,J122114,A-C00011,A-R00002
31000253,J163533,A-C00011,A-R00002
31000254,J151518,A-C00011,A-R00002
31000255,J122712,A-C00011,A-R00002
31000256,J143002,A-C00011,A-R00002
31000257,J160307,A-C00011,A-R00002
31000258,J213932,A-C00011,A-R00002
31000259,J102414,A-C00011,A-R00002
31000260,J170949,A-C00011,A-R00002
31000261,J235001,A-C00012,A-R00002
31000262,J103320,A-C00012,A-R00002
31000263,J141038,A-C00012,A-R00002
31000264,J172003,A-C00012,A-R00002
31000265,J124215,A-C00012,A-R00002
31000266,J215754,A-C00012,A-R00002
31000267,J102837,A-C00012,A-R00002
31000268,J130155,A-C00012,A-R00002
31000269,J170544,A-C00012,A-R00002
31000270,J142649,A-C00012,A-R00002
31000271,J150539,A-C00013,A-R00002
31000272,J163156,A-C00013,A-R00002
31000273,J120338,A-C00013,A-R00002
31000274,J142941,A-C00013,A-R00002
31000275,J110126,A-C00013,A-R00002
31000276,J155504,A-C00013,A-R00002
31000277,J144228,A-C00013,A-R00002
31000278,J223650,A-C00013,A-R00002
31000279,J102734,A-C00013,A-R00002
31000280,J105232,A-C00013,A-R00002
31000281,J133128,A-C00013,A-R00002
31000282,J140135,A-C00014,A-R00002
31000283,J115216,A-C00014,A-R00002
31000284,J153311,A-C00014,A-R00002
31000285,J164756,A-C00014,A-R00002
31000286,J165216,A-C00014,A-R00002
31000287,J114914,A-C00014,A-R00002
31000288,J212504,A-C00014,A-R00002
31000289,J120256,A-C00014,A-R00002
31000290,J143421,A-C00014,A-R00002
31000291,J223026,A-C00014,A-R00002
31000292,J102918,A-C00014,A-R00002
31000293,J142136,A-C00015,A-R00003
31000294,J134540,A-C00015,A-R00003
31000295,J124451,A-C00015,A-R00003
31000296,J102749,A-C00015,A-R00003
31000297,J165741,A-C00015,A-R00003
31000298,J142119,A-C00015,A-R00003
31000299,J105642,A-C00015,A-R00003
31000300,J154354,A-C00015,A-R00003
31000301,J102005,A-C00015,A-R00003
31000302,J133052,A-C00015,A-R00003
31000303,J103341,A-C00015,A-R00003
31000304,J142114,A-C00015,A-R00003
31000305,J152353,A-C00016,A-R00003
31000306,J120431,A-C00016,A-R00003
31000307,J103547,A-C00016,A-R00003
31000308,J161107,A-C00016,A-R00003
31000309,J160334,A-C00016,A-R00003
31000310,J101845,A-C00016,A-R00003
31000311,J171805,A-C00016,A-R00003
31000312,J134610,A-C00016,A-R00003
31000313,J173842,A-C00016,A-R00003
31000314,J155203,A-C00017,A-R00003
31000315,J121935,A-C00017,A-R00003
31000316,J105013,A-C00017,A-R00003
31000317,J161846,A-C00017,A-R00003
31000318,J113632,A-C00017,A-R00003
31000319,J170106,A-C00017,A-R00003
31000320,J123828,A-C00017,A-R00003
31000321,J172147,A-C00017,A-R00003
31000322,J164759,A-C00017,A-R00003
31000323,J212957,A-C00018,A-R00003
31000324,J212338,A-C00018,A-R00003
31000325,J115823,A-C00018,A-R00003
31000326,J112744,A-C00018,A-R00003
31000327,J121941,A-C00018,A-R00003
31000328,J125650,A-C00018,A-R00003
31000329,J161344,A-C00018,A-R00003
31000330,J134833,A-C00018,A-R00003
31000331,J143517,A-C00018,A-R00003
31000332,J133245,A-C00018,A-R00003
31000333,J113918,A-C00018,A-R00003
31000334,J161644,A-C00019,A-R00003
31000335,J152257,A-C00019,A-R00003
31000336,J155833,A-C00019,A-R00003
31000337,J151332,A-C00019,A-R00003
31000338,J231306,A-C00019,A-R00003
31000339,J171312,A-C00019,A-R00003
31000340,J112406,A-C00019,A-R00003
31000341,J212904,A-C00019,A-R00003
31000342,J111811,A-C00019,A-R00003
31000343,J104201,A-C00020,A-R00003
31000344,J150216,A-C00020,A-R00003
31000345,J112934,A-C00020,A-R00003
31000346,J115808,A-C00020,A-R00003
31000347,J121915,A-C00020,A-R00003
31000348,J133259,A-C00020,A-R00003
31000349,J150325,A-C00020,A-R00003
31000350,J122224,A-C00020,A-R00003
31000351,J131702,A-C00020,A-R00003
31000352,J141807,A-C00020,A-R00003
31000353,J142327,A-C00020,A-R00003
31000354,J144822,A-C00020,A-R00003
31000355,J164417,B-C00021,B-R00004
31000356,J125227,B-C00021,B-R00004
31000357,J113057,B-C00021,B-R00004
31000358,J101524,B-C00021,B-R00004
31000359,J124508,B-C00021,B-R00004
31000360,J141156,B-C00021,B-R00004
31000361,J222822,B-C00021,B-R00004
31000362,J104253,B-C00021,B-R00004
31000363,J144153,B-C00021,B-R00004
31000364,J103406,B-C00022,B-R00004
31000365,J133210,B-C00022,B-R00004
31000366,J111740,B-C00022,B-R00004
31000367,J125956,B-C00022,B-R00004
31000368,J105951,B-C00022,B-R00004
31000369,J141857,B-C00022,B-R00004
31000370,J120726,B-C00022,B-R00004
31000371,J155737,B-C00022,B-R00004
31000372,J144605,B-C00022,B-R00004
31000373,J144218,B-C00022,B-R00004
31000374,J114835,B-C00022,B-R00004
31000375,J134006,B-C00023,B-R00004
31000376,J160941,B-C00023,B-R00004
31000377,J111557,B-C00023,B-R00004
31000378,J124219,B-C00023,B-R00004
31000379,J155620,B-C00023,B-R00004
31000380,J114346,B-C00023,B-R00004
31000381,J153532,B-C00023,B-R00004
31000382,J211936,B-C00023,B-R00004
31000383,J211036,B-C00023,B-R00004
31000384,J145805,B-C00023,B-R00004
31000385,J151548,B-C00023,B-R00004
31000386,J160412,B-C00024,B-R00004
31000387,J104008,B-C00024,B-R00004
31000388,J145715,B-C00024,B-R00004
31000389,J235321,B-C00024,B-R00004
31000390,J103339,B-C00024,B-R00004
31000391,J132009,B-C00024,B-R00004
31000392,J210548,B-C00024,B-R00004
31000393,J235408,B-C00024,B-R00004
31000394,J122821,B-C00024,B-R00004
31000395,J121925,B-C00024,B-R00004
31000396,J151047,B-C00024,B-R00004
31000397,J111011,B-C00024,B-R00004
31000398,J154212,B-C00025,B-R00004
31000399,J130256,B-C00025,B-R00004
31000400,J113230,B-C00025,B-R00004
31000401,J132557,B-C00025,B-R00004
31000402,J233534,B-C00025,B-R00004
31000403,J232801,B-C00025,B-R00004
31000404,J153627,B-C00025,B-R00004
31000405,J134800,B-C00025,B-R00004
31000406,J111508,B-C00025,B-R00004
31000407,J143639,B-C00025,B-R00004
31000408,J160753,B-C00026,B-R00004
31000409,J151231,B-C00026,B-R00004
31000410,J142547,B-C00026,B-R00004
31000411,J142306,B-C00026,B-R00004
31000412,J210422,B-C00026,B-R00004
31000413,J112137,B-C00026,B-R00004
31000414,J160715,B-C00026,B-R00004
31000415,J145931,B-C00026,B-R00004
31000416,J103217,B-C00026,B-R00004
31000417,J143505,B-C00026,B-R00004
31000418,J142533,B-C00027,B-R00004
31000419,J112146,B-C00027,B-R00004
31000420,J103839,B-C00027,B-R00004
31000421,J152433,B-C00027,B-R00004
31000422,J110408,B-C00027,B-R00004
31000423,J205546,B-C00027,B-R00004
31000424,J152801,B-C00027,B-R00004
31000425,J120308,B-C00027,B-R00004
31000426,J103948,B-C00027,B-R00004
31000427,J112820,B-C00028,B-R00004
31000428,J231837,B-C00028,B-R00004
31000429,J110043,B-C00028,B-R00004
31000430,J121454,B-C00028,B-R00004
31000431,J230959,B-C00028,B-R00004
31000432,J103408,B-C00028,B-R00004
31000433,J162720,B-C00028,B-R00004
31000434,J132418,B-C00028,B-R00004
31000435,J164235,B-C00028,B-R00004
31000436,J143429,B-C00029,B-R00004
31000437,J134654,B-C00029,B-R00004
31000438,J112801,B-C00029,B-R00004
31000439,J110656,B-C00029,B-R00004
31000440,J134951,B-C00029,B-R00004
31000441,J155307,B-C00029,B-R00004
31000442,J131204,B-C00029,B-R00004
31000443,J213737,B-C00029,B-R00004
31000444,J235117,B-C00029,B-R00004
31000445,J164938,B-C00029,B-R00004
31000446,J120310,B-C00029,B-R00004
31000447,J144838,B-C00029,B-R00004
31000448,J101307,B-C00030,B-R00004
31000449,J172354,B-C00030,B-R00004
31000450,J235447,B-C00030,B-R00004
31000451,J124023,B-C00030,B-R00004
31000452,J171424,B-C00030,B-R00004
31000453,J150921,B-C00030,B-R00004
31000454,J171518,B-C00030,B-R00004
31000455,J140012,B-C00030,B-R00004
31000456,J155616,B-C00030,B-R00004
31000457,J234557,B-C00030,B-R00004
31000458,J162700,B-C00030,B-R00004
31000459,J103716,B-C00031,B-R00005
31000460,J100640,B-C00031,B-R00005
31000461,J151250,B-C00031,B-R00005
31000462,J141332,B-C00031,B-R00005
31000463,J211915,B-C00031,B-R00005
31000464,J144546,B-C00031,B-R00005
31000465,J145759,B-C00031,B-R00005
31000466,J103422,B-C00031,B-R00005
31000467,J130222,B-C00031,B-R00005
31000468,J165357,B-C00032,B-R00005
31000469,J105321,B-C00032,B-R00005
31000470,J105803,B-C00032,B-R00005
31000471,J130209,B-C00032,B-R00005
31000472,J122832,B-C00032,B-R00005
31000473,J143359,B-C00032,B-R00005
31000474,J100447,B-C00032,B-R00005
31000475,J115651,B-C00032,B-R00005
31000476,J134323,B-C00032,B-R00005
31000477,J160014,B-C00032,B-R00005
31000478,J110823,B-C00032,B-R00005
31000479,J100246,B-C00033,B-R00005
31000480,J131221,B-C00033,B-R00005
31000481,J145155,B-C00033,B-R00005
31000482,J114405,B-C00033,B-R00005
31000483,J215537,B-C00033,B-R00005
31000484,J172551,B-C00033,B-R00005
31000485,J131107,B-C00033,B-R00005
31000486,J113108,B-C00033,B-R00005
31000487,J172556,B-C00033,B-R00005
31000488,J123450,B-C00033,B-R00005
31000489,J135809,B-C00033,B-R00005
31000490,J212319,B-C00034,B-R00005
31000491,J104210,B-C00034,B-R00005
31000492,J170038,B-C00034,B-R00005
31000493,J104115,B-C00034,B-R00005
31000494,J114758,B-C00034,B-R00005
31000495,J231517,B-C00034,B-R00005
31000496,J114055,B-C00034,B-R00005
31000497,J120619,B-C00034,B-R00005
31000498,J213058,B-C00034,B-R00005
31000499,J162430,B-C00035,B-R00005
31000500,J120928,B-C00035,B-R00005
31000501,J132918,B-C00035,B-R00005
31000502,J105203,B-C00035,B-R00005
31000503,J104328,B-C00035,B-R00005
31000504,J130854,B-C00035,B-R00005
31000505,J164130,B-C00035,B-R00005
31000506,J110316,B-C00035,B-R00005
31000507,J122331,B-C00035,B-R00005
31000508,J133419,B-C00036,B-R00005
31000509,J150137,B-C00036,B-R00005
31000510,J140112,B-C00036,B-R00005
31000511,J125721,B-C00036,B-R00005
31000512,J154515,B-C00036,B-R00005
31000513,J135703,B-C00036,B-R00005
31000514,J102347,B-C00036,B-R00005
31000515,J234942,B-C00036,B-R00005
31000516,J134618,B-C00036,B-R00005
31000517,J154858,B-C00036,B-R00005
31000518,J132052,B-C00036,B-R00005
31000519,J114046,B-C00037,B-R00005
31000520,J150859,B-C00037,B-R00005
31000521,J151615,B-C00037,B-R00005
31000522,J122246,B-C00037,B-R00005
31000523,J132559,B-C00037,B-R00005
31000524,J230207,B-C00037,B-R00005
31000525,J140308,B-C00037,B-R00005
31000526,J140642,B-C00037,B-R00005
31000527,J114306,B-C00037,B-R00005
31000528,J154606,B-C00037,B-R00005
31000529,J135910,B-C00037,B-R00005
31000530,J132024,B-C00038,B-R00005
31000531,J160311,B-C00038,B-R00005
31000532,J142239,B-C00038,B-R00005
31000533,J101149,B-C00038,B-R00005
31000534,J154538,B-C00038,B-R00005
31000535,J144426,B-C00038,B-R00005
31000536,J150341,B-C00038,B-R00005
31000537,J122124,B-C00038,B-R00005
31000538,J112614,B-C00038,B-R00005
31000539,J145316,B-C00039,B-R00005
31000540,J215736,B-C00039,B-R00005
31000541,J163138,B-C00039,B-R00005
31000542,J100033,B-C00039,B-R00005
31000543,J170552,B-C00039,B-R00005
31000544,J104820,B-C00039,B-R00005
31000545,J131240,B-C00039,B-R00005
31000546,J120442,B-C00039,B-R00005
31000547,J105000,B-C00039,B-R00005
31000548,J164507,B-C00039,B-R00005
31000549,J144956,B-C00039,B-R00005
31000550,J114712,B-C00040,B-R00005
31000551,J211908,B-C00040,B-R00005
31000552,J150700,B-C00040,B-R00005
31000553,J164931,B-C00040,B-R00005
31000554,J121412,B-C00040,B-R00005
31000555,J145211,B-C00040,B-R00005
31000556,J174449,B-C00040,B-R00005
31000557,J133015,B-C00040,B-R00005
31000558,J134534,B-C00040,B-R00005
31000559,J153229,B-C00040,B-R00005
31000560,J133557,B-C00040,B-R00005
31000561,J150807,B-C00041,B-R00006
31000562,J110413,B-C00041,B-R00006
31000563,J105352,B-C00041,B-R00006
31000564,J161246,B-C00041,B-R00006
31000565,J125927,B-C00041,B-R00006
31000566,J130650,B-C00041,B-R00006
31000567,J142826,B-C00041,B-R00006
31000568,J152737,B-C00041,B-R00006
31000569,J225316,B-C00041,B-R00006
31000570,J163146,B-C00041,B-R00006
31000571,J134107,B-C00042,B-R00006
31000572,J104850,B-C00042,B-R00006
31000573,J131124,B-C00042,B-R00006
31000574,J123435,B-C00042,B-R00006
31000575,J150853,B-C00042,B-R00006
31000576,J170558,B-C00042,B-R00006
31000577,J214238,B-C00042,B-R00006
31000578,J110538,B-C00042,B-R00006
31000579,J143336,B-C00042,B-R00006
31000580,J232044,B-C00043,B-R00006
31000581,J145225,B-C00043,B-R00006
31000582,J231210,B-C00043,B-R00006
31000583,J223853,B-C00043,B-R00006
31000584,J234542,B-C00043,B-R00006
31000585,J115911,B-C00043,B-R00006
31000586,J135155,B-C00043,B-R00006
31000587,J152825,B-C00043,B-R00006
31000588,J115334,B-C00043,B-R00006
31000589,J114749,B-C00043,B-R00006
31000590,J134730,B-C00043,B-R00006
31000591,J105544,B-C00044,B-R00006
31000592,J233129,B-C00044,B-R00006
31000593,J114528,B-C00044,B-R00006
31000594,J103351,B-C00044,B-R00006
31000595,J152322,B-C00044,B-R00006
31000596,J132617,B-C00044,B-R00006
31000597,J104517,B-C00044,B-R00006
31000598,J132401,B-C00044,B-R00006
31000599,J142918,B-C00044,B-R00006
31000600,J163902,B-C00044,B-R00006
31000601,J214843,B-C00044,B-R00006
31000602,J173322,B-C00045,B-R00006
31000603,J120252,B-C00045,B-R00006
31000604,J232305,B-C00045,B-R00006
31000605,J123907,B-C00045,B-R00006
31000606,J144057,B-C00045,B-R00006
31000607,J223320,B-C00045,B-R00006
31000608,J153247,B-C00045,B-R00006
31000609,J204623,B-C00045,B-R00006
31000610,J223348,B-C00045,B-R00006
31000611,J115734,B-C00045,B-R00006
31000612,J154735,B-C00045,B-R00006
31000613,J115314,B-C00045,B-R00006
31000614,J164816,B-C00046,B-R00006
31000615,J132712,B-C00046,B-R00006
31000616,J124530,B-C00046,B-R00006
31000617,J134949,B-C00046,B-R00006
31000618,J132458,B-C00046,B-R00006
31000619,J160927,B-C00046,B-R00006
31000620,J150836,B-C00046,B-R00006
31000621,J102222,B-C00046,B-R00006
31000622,J103144,B-C00046,B-R00006
31000623,J135629,B-C00047,B-R00006
31000624,J115530,B-C00047,B-R00006
31000625,J133111,B-C00047,B-R00006
31000626,J150904,B-C00047,B-R00006
31000627,J111846,B-C00047,B-R00006
31000628,J152950,B-C00047,B-R00006
31000629,J120704,B-C00047,B-R00006
31000630,J104718,B-C00047,B-R00006
31000631,J131808,B-C00047,B-R00006
31000632,J231644,B-C00048,B-R00006
31000633,J232147,B-C00048,B-R00006
31000634,J132048,B-C00048,B-R00006
31000635,J172350,B-C00048,B-R00006
31000636,J145619,B-C00048,B-R00006
31000637,J163446,B-C00048,B-R00006
31000638,J140816,B-C00048,B-R00006
31000639,J141015,B-C00048,B-R00006
31000640,J101346,B-C00048,B-R00006
31000641,J212238,B-C00049,B-R00006
31000642,J235852,B-C00049,B-R00006
31000643,J134349,B-C00049,B-R00006
31000644,J204221,B-C00049,B-R00006
31000645,J110910,B-C00049,B-R00006
31000646,J131753,B-C00049,B-R00006
31000647,J113221,B-C00049,B-R00006
31000648,J152941,B-C00049,B-R00006
31000649,J144727,B-C00049,B-R00006
31000650,J143320,B-C00050,B-R00006
31000651,J155551,B-C00050,B-R00006
31000652,J162516,B-C00050,B-R00006
31000653,J135827,B-C00050,B-R00006
31000654,J131706,B-C00050,B-R00006
31000655,J214854,B-C00050,B-R00006
31000656,J150109,B-C00050,B-R00006
31000657,J103512,B-C00050,B-R00006
31000658,J121658,B-C00050,B-R00006
31000659,J143706,B-C00051,B-R00006
31000660,J235924,B-C00051,B-R00006
31000661,J103854,B-C00051,B-R00006
31000662,J214725,B-C00051,B-R00006
31000663,J101415,B-C00051,B-R00006
31000664,J122837,B-C00051,B-R00006
31000665,J125727,B-C00051,B-R00006
31000666,J142847,B-C00051,B-R00006
31000667,J155035,B-C00051,B-R00006
31000668,J102504,B-C00051,B-R00006
31000669,J160305,B-C00052,B-R00006
31000670,J151503,B-C00052,B-R00006
31000671,J142838,B-C00052,B-R00006
31000672,J131034,B-C00052,B-R00006
31000673,J214901,B-C00052,B-R00006
31000674,J113323,B-C00052,B-R00006
31000675,J112956,B-C00052,B-R00006
31000676,J104802,B-C00052,B-R00006
31000677,J100808,B-C00052,B-R00006
31000678,J100509,B-C00052,B-R00006
31000679,J142055,B-C00052,B-R00006
31000680,J135141,B-C00052,B-R00006
31000681,J151902,B-C00053,B-R00006
31000682,J235759,B-C00053,B-R00006
31000683,J164613,B-C00053,B-R00006
31000684,J225805,B-C00053,B-R00006
31000685,J112916,B-C00053,B-R00006
31000686,J115347,B-C00053,B-R00006
31000687,J224217,B-C00053,B-R00006
31000688,J110555,B-C00053,B-R00006
31000689,J143455,B-C00053,B-R00006
31000690,J111141,B-C00053,B-R00006
31000691,J104606,B-C00053,B-R00006
31000692,J222830,B-C00053,B-R00006
31000693,J123249,B-C00054,B-R00006
31000694,J115310,B-C00054,B-R00006
31000695,J143702,B-C00054,B-R00006
31000696,J223538,B-C00054,B-R00006
31000697,J131618,B-C00054,B-R00006
31000698,J215944,B-C00054,B-R00006
31000699,J121952,B-C00054,B-R00006
31000700,J121928,B-C00054,B-R00006
